mode,load,0_squeezenet1_0-16,1_efficientnet_b5-4,2_squeezenet1_0-4
mps-uncap,1.0,4.8084259033203125,18.506765365600586,3.6094188690185547
mig,1.0,6.415128707885742,15.63572883605957,2.7570724487304688
