mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,1.0,27.17569589614868,15.757904052734375,17.33373641967773
mig,1.0,12.589521408081024,3.2775521278381357,40.77255964279175
