mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,1.0,20.40576934814453,12.635946273803711,14.363408088684082
mig,1.0,10.259628295898438,2.7718544006347656,38.239121437072754
