mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,1.0,20.40553092956543,12.635946273803711,14.36316967010498
mig,1.0,10.259628295898438,2.771615982055664,38.23888301849365
