mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,48.71797561645508,83.95195007324219,2.0122528076171875
mps-uncap,0.9,857.6937913894653,1491.4965629577637,35.155534744262695
mps-uncap,1.0,2588.022232055664,2071.8923807144165,1184.1535568237305
mps-uncap,0.5,0.023126602172851562,1.3048648834228516,0.020742416381835938
mps-uncap,0.6,1.4119148254394531,13.806343078613281,0.022411346435546875
mps-uncap,0.7,6.555676460266113,23.318052291870117,0.5881786346435547
mps-uncap,0.1,0.031948089599609375,0.04184246063232422,0.03218650817871094
mps-uncap,0.2,0.029325485229492188,0.0400543212890625,0.027179718017578125
mps-uncap,0.3,0.028371810913085938,0.03361701965332031,0.026702880859375
mps-uncap,0.4,0.025987625122070312,0.030517578125,0.027179718017578125
