mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,4.08935546875,28.139352798461914,1.6884803771972656
mps-uncap,0.9,4.221200942993164,28.769493103027344,1.695394515991211
mps-uncap,1.0,4.155635833740234,28.342247009277344,1.6696453094482422
mps-uncap,0.5,4.165410995483398,27.20785140991211,1.6503334045410156
mps-uncap,0.6,4.123926162719727,27.76956558227539,1.6674995422363281
mps-uncap,0.7,4.079580307006836,27.539491653442383,1.6520023345947266
mps-uncap,0.1,4.960298538208008,27.12702751159668,1.9211769104003906
mps-uncap,0.2,4.063129425048828,27.214765548706055,1.6896724700927734
mps-uncap,0.3,4.124164581298828,27.205705642700195,1.6884803771972656
mps-uncap,0.4,4.131078720092773,27.148008346557617,1.6677379608154297
