mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,425.78125,636.9947433471681,21.22802734375001
mps-uncap,0.9,1285.4390740394592,4191.931505203247,142.99606323242182
mps-uncap,1.0,5548.543028831483,5620.530860424041,1889.8507356643677
mps-uncap,0.5,23.717472553253163,97.45106697082518,10.028314590454096
mps-uncap,0.6,32.806091308593714,130.35688877105713,14.966201782226609
mps-uncap,0.7,108.8315010070801,339.7764801979065,15.975942611694334
mps-uncap,0.1,13.650295734405507,33.159606456756656,3.506405353546142
mps-uncap,0.2,16.183109283447266,31.726117134094242,4.937882423400881
mps-uncap,0.3,16.476178169250485,52.397911548614445,6.358671188354478
mps-uncap,0.4,17.4305176734924,73.1165170669556,7.754197120666505
