mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,22.629976272583008,40.1768684387207,11.110782623291016
mps-uncap,0.9,24.070024490356445,49.93247985839844,18.816471099853516
mps-uncap,1.0,19.598722457885742,50.07767677307129,16.866207122802734
mps-uncap,0.5,16.884326934814453,40.1148796081543,9.30166244506836
mps-uncap,0.6,16.659021377563477,46.063899993896484,9.597301483154297
mps-uncap,0.7,17.86518096923828,42.39773750305176,13.32545280456543
mps-uncap,0.1,19.693613052368164,44.297218322753906,10.206222534179688
mps-uncap,0.2,17.35091209411621,39.85786437988281,7.516145706176758
mps-uncap,0.3,18.618106842041016,39.908409118652344,8.332252502441406
mps-uncap,0.4,17.93193817138672,40.902137756347656,11.519432067871094
