mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,281.4093828201294,414.90502357482944,13.638734817504883
mps-uncap,0.9,1189.0315055847168,3838.883423805237,100.32353401184082
mps-uncap,1.0,4993.671798706054,4824.157857894898,1779.9054861068726
mps-uncap,0.5,16.511893272399906,83.12916755676271,7.75754451751709
mps-uncap,0.6,20.608949661254872,99.60379600524905,9.677648544311523
mps-uncap,0.7,46.3890314102173,175.58753490447998,9.930849075317383
mps-uncap,0.1,13.591337203979503,38.40608596801759,4.4435739517211905
mps-uncap,0.2,15.439939498901365,42.205953598022475,5.550837516784668
mps-uncap,0.3,15.473604202270508,57.55650997161865,6.338500976562502
mps-uncap,0.4,15.592908859252926,63.96679878234863,6.712937355041504
