mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,4.122734069824219,28.17058563232422,1.714944839477539
mps-uncap,0.9,4.255056381225586,29.735803604125977,1.7142295837402344
mps-uncap,1.0,4.241466522216797,32.839298248291016,1.7080307006835938
mps-uncap,0.5,4.194974899291992,27.23217010498047,1.6715526580810547
mps-uncap,0.6,4.160881042480469,28.247594833374023,1.6884803771972656
mps-uncap,0.7,4.121065139770508,27.562856674194336,1.6779899597167969
mps-uncap,0.1,5.1784515380859375,27.161598205566406,1.935720443725586
mps-uncap,0.2,4.093170166015625,27.318239212036133,1.8649101257324219
mps-uncap,0.3,4.155397415161133,27.24909782409668,1.7001628875732422
mps-uncap,0.4,4.17327880859375,27.383804321289062,1.6884803771972656
