mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_squeezenet1_1-2
mps-uncap,0.8,7.648587226867676,36.44132614135742,2.927064895629883
mps-uncap,0.9,7.035732269287109,37.16564178466797,3.612518310546875
mps-uncap,1.0,6.811380386352539,37.712931632995605,3.515958786010742
mps-uncap,0.5,6.361722946166992,32.448768615722656,2.840280532836914
mps-uncap,0.6,6.371259689331055,33.37538242340088,2.813577651977539
mps-uncap,0.7,7.229208946228027,35.16566753387451,2.7201175689697266
mps-uncap,0.1,9.395003318786621,29.822468757629395,3.862142562866211
mps-uncap,0.2,8.121013641357422,30.596017837524414,3.6743879318237305
mps-uncap,0.3,7.3479413986206055,30.835270881652832,3.477334976196289
mps-uncap,0.4,6.887316703796387,31.70931339263916,3.0165910720825195
