mode,load,0_alexnet-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,0.010013580322265625,0.003814697265625,0.000476837158203125,0.010251998901367188
