mode,load,0_alexnet-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,1.1796951293945312,11.709928512573242,11.870622634887695,3.6890506744384766
