mode,load,0_alexnet-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,2602.0094202882137,2604.4556707188317,2604.4441138992206,876.2544707909094
