mode,load,0_densenet121-2,1_densenet121-2,2_densenet121-2,3_densenet121-2
mig,0.1,34.241502285003676,36.47094726562497,33.01872730255127,32.96339511871335
mig,0.2,33.69457244873046,35.50255298614502,37.7717971801758,33.86562585830686
mig,0.3,32.15980529785156,31.108498573303223,32.060394287109375,37.520353794097936
mig,0.4,29.844303131103477,35.54369926452638,31.82333946228027,31.89663887023926
mig,0.5,32.84048080444331,30.82679748535156,34.99771118164062,36.29605770111085
mig,0.6,38.57307672500635,41.41100883483877,34.23761129379274,41.0705018043518
mig,0.7,61.36199712753302,55.008499622344985,59.68353748321524,68.36409091949469
mig,0.8,68.08171272277829,91.05858802795403,60.972528457641594,72.66452312469478
mig,0.9,148.15071344375608,127.09417343139643,125.61854839324951,215.87920188903763
mig,1.0,737.2415685653685,1375.195550918579,564.4282865524293,410.29509544372564
