mode,load,0_densenet121-2,1_densenet121-2,2_densenet121-2,3_densenet121-2
mig,0.1,7.0209503173828125,7.06934928894043,6.996393203735352,7.8792572021484375
mig,0.2,6.986141204833984,7.02214241027832,6.855249404907227,7.875204086303711
mig,0.3,6.794214248657227,6.798028945922852,6.90150260925293,7.87353515625
mig,0.4,6.9065093994140625,6.926298141479492,6.96253776550293,7.858037948608398
mig,0.5,6.945610046386719,6.875038146972656,6.994962692260742,7.86900520324707
mig,0.6,6.94584846496582,7.002592086791992,6.790876388549805,7.855415344238281
mig,0.7,6.849765777587891,6.934881210327148,6.908655166625977,7.86590576171875
mig,0.8,6.788492202758789,6.879329681396484,7.023334503173828,7.842540740966797
mig,0.9,6.983518600463867,6.928682327270508,6.878376007080078,7.856607437133789
mig,1.0,6.975889205932617,6.962060928344727,6.899833679199219,7.865667343139648
