mode,load,0_densenet121-2,1_densenet121-2,2_densenet121-2,3_densenet121-2
mig,0.1,23.26345443725586,23.270320892333988,23.019409179687504,23.13971519470215
mig,0.2,23.238563537597653,20.56431770324707,22.703313827514656,22.637605667114258
mig,0.3,20.949602127075195,20.845770835876465,20.965242385864254,22.105765342712402
mig,0.4,19.105434417724613,20.149397850036625,19.72813606262207,20.40863037109375
mig,0.5,19.893074035644528,20.065402984619144,20.224952697753906,21.846437454223633
mig,0.6,22.7595329284668,22.931480407714837,20.362734794616706,24.209022521972656
mig,0.7,29.24726009368897,29.650402069091797,28.144121170043952,30.612134933471673
mig,0.8,38.12980651855469,47.79958724975586,37.90292739868164,44.55533027648925
mig,0.9,89.39003944396971,88.17234039306642,76.71720981597909,84.89656448364258
mig,1.0,501.38697624206543,1259.2592239379883,475.26588439941406,232.4900627136231
