mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,88.99349212646499,21.205866336822538,27.05920696258545
mps-uncap,0.9,295.4248785972595,50.90281486511229,56.880474090576016
mps-uncap,1.0,1708.5265970230103,128.0312871932983,93.75104904174805
mps-uncap,0.5,33.074579238891545,9.75656509399414,12.405896186828612
mps-uncap,0.6,45.209693908691406,11.19077205657959,12.220058441162104
mps-uncap,0.7,56.019933223724415,13.409781455993627,15.093696117401123
mps-uncap,0.1,27.17679023742683,8.75691413879395,6.908655166625979
mps-uncap,0.2,27.251417636871338,13.680815696716316,10.317993164062495
mps-uncap,0.3,28.720874786376957,12.742471694946286,12.121634483337399
mps-uncap,0.4,29.842765331268343,12.954866886138918,14.887957572937006
