mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,15.672922134399414,3.701448440551758,5.860567092895508
mps-uncap,0.9,15.651226043701172,3.3457279205322266,5.541324615478516
mps-uncap,1.0,14.456510543823242,3.680706024169922,4.982948303222656
mps-uncap,0.5,18.301010131835938,5.437612533569336,6.887912750244141
mps-uncap,0.6,17.87114143371582,5.239963531494141,6.641149520874023
mps-uncap,0.7,15.49983024597168,3.9877891540527344,6.288290023803711
mps-uncap,0.1,28.5341739654541,7.860422134399414,7.297515869140625
mps-uncap,0.2,27.594566345214844,7.293939590454102,7.323980331420898
mps-uncap,0.3,25.41351318359375,6.48045539855957,7.079362869262695
mps-uncap,0.4,26.391983032226562,6.474971771240234,7.094860076904297
