mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,11.4593505859375,2.29644775390625,3.575563430786133
mps-uncap,0.9,11.978507041931152,2.3412704467773438,3.7131309509277344
mps-uncap,1.0,12.186884880065918,2.372264862060547,3.587961196899414
mps-uncap,0.5,11.119842529296875,2.3412704467773438,3.640294075012207
mps-uncap,0.6,11.30664348602295,2.3047924041748047,3.31270694732666
mps-uncap,0.7,11.219620704650879,2.3322105407714844,3.3707618713378906
mps-uncap,0.1,17.94147491455078,5.8574676513671875,6.268024444580078
mps-uncap,0.2,16.573190689086914,5.281925201416016,6.061315536499023
mps-uncap,0.3,12.83121109008789,3.734111785888672,4.442453384399414
mps-uncap,0.4,11.33263111114502,3.4894943237304688,4.35328483581543
