mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,22.411823272705078,4.711747169494629,6.600379943847656
mps-uncap,0.9,47.71316051483154,8.842229843139648,11.502742767333984
mps-uncap,1.0,961.0379934310913,46.239256858825684,22.44281768798828
mps-uncap,0.5,13.55123519897461,3.487825393676758,4.595637321472168
mps-uncap,0.6,14.273285865783691,3.3631324768066406,4.422664642333984
mps-uncap,0.7,17.25625991821289,4.081845283508301,4.653692245483398
mps-uncap,0.1,18.42963695526123,6.16908073425293,6.487131118774414
mps-uncap,0.2,17.859339714050293,5.982637405395508,6.318569183349609
mps-uncap,0.3,16.788721084594727,4.929065704345703,5.868673324584961
mps-uncap,0.4,13.804793357849121,4.009485244750977,5.45811653137207
