mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,118.57891082763672,33.54072570800781,55.329322814941406
mps-uncap,0.9,409.4846248626709,68.76134872436523,80.60455322265625
mps-uncap,1.0,1764.9192810058594,157.55510330200195,133.20159912109375
mps-uncap,0.5,61.44452095031738,20.160198211669922,22.190570831298828
mps-uncap,0.6,73.10867309570312,24.538278579711914,22.517681121826172
mps-uncap,0.7,90.13485908508301,23.032665252685547,31.860828399658203
mps-uncap,0.1,52.81662940979004,20.2028751373291,22.0944881439209
mps-uncap,0.2,53.945302963256836,26.819705963134766,21.372079849243164
mps-uncap,0.3,45.5167293548584,26.10468864440918,25.458812713623047
mps-uncap,0.4,64.18395042419434,30.26723861694336,33.05196762084961
