mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,9.927511215209961,2.2029876708984375,2.8400421142578125
mps-uncap,0.9,10.04481315612793,2.252817153930664,2.7952194213867188
mps-uncap,1.0,11.112451553344727,2.279996871948242,2.885580062866211
mps-uncap,0.5,9.761810302734375,2.2361278533935547,2.754688262939453
mps-uncap,0.6,9.943723678588867,2.2094249725341797,2.788066864013672
mps-uncap,0.7,9.69696044921875,2.237558364868164,2.7861595153808594
mps-uncap,0.1,10.135412216186523,2.2377967834472656,2.812623977661133
mps-uncap,0.2,10.067939758300781,2.2268295288085938,2.821207046508789
mps-uncap,0.3,9.963274002075195,2.2177696228027344,2.7933120727539062
mps-uncap,0.4,9.849786758422852,2.251863479614258,2.7806758880615234
