mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,44.645261764526374,10.441017150878908,12.925338745117188
mps-uncap,0.9,137.1764421463013,23.814177513122566,29.22844886779785
mps-uncap,1.0,1571.7293500900269,97.25849628448486,54.41451072692871
mps-uncap,0.5,15.856027603149414,4.557609558105469,5.625724792480469
mps-uncap,0.6,20.542263984680176,4.782438278198242,5.727720260620119
mps-uncap,0.7,26.810979843139666,6.898784637451175,7.147789001464844
mps-uncap,0.1,11.292314529418945,3.9604187011718768,2.1240711212158203
mps-uncap,0.2,12.463140487670898,5.9528350830078125,4.288244247436524
mps-uncap,0.3,13.989591598510744,5.657911300659183,5.341529846191408
mps-uncap,0.4,13.827919960021976,5.687999725341796,6.410503387451173
