mode,load,0_efficientnet_b6-2,1_mobilenet_v2-2,2_resnet50-4
mps-uncap,0.8,134.0017597289742,659.7067971220242,836.8600253370957
mps-uncap,0.9,151.45069551482152,744.0929903057773,928.4926230000087
mps-uncap,1.0,164.75288798819733,828.2731831433517,1036.2200796141797
mps-uncap,0.5,82.77828881336521,413.918656417371,515.9092389782762
mps-uncap,0.6,96.35451593391544,510.4180054090779,624.3132505180185
mps-uncap,0.7,119.50927877065885,585.5095990823713,714.7155011325531
mps-uncap,0.1,17.514568174512693,86.12615629317006,96.56190692695209
mps-uncap,0.2,33.88918191115246,165.42736645578003,201.51848693478874
mps-uncap,0.3,46.87913457546021,252.85156053032202,305.25286424326913
mps-uncap,0.4,67.51762993225864,330.1882995501808,414.91090319637516
