mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,1.0154247283936062,6.47447109222412,8.819580078125,0.07743835449218749
mig,0.2,11.035442352294927,10.244250297546387,10.112714767456056,17.831969261169434
mig,0.3,13.658046722412111,14.768981933593752,14.621496200561523,27.955579757690433
mig,0.4,17.387914657592777,17.15855598449709,18.04285049438481,29.761195182800293
mig,0.5,24.34353828430176,25.292015075683608,25.197148323059082,49.33881759643556
mig,0.6,39.841413497924805,35.122060775756836,37.987589836120605,64.8946762084961
mig,0.7,47.44727611541749,46.4702844619751,58.09130668640137,93.67203712463377
mig,0.8,81.87751770019533,100.85010528564453,91.54715538024908,180.65180778503424
mig,0.9,159.51571464538574,155.0283908843994,187.74137496948245,349.03774261474615
mig,1.0,971.921157836914,674.4317054748535,1504.2727470397977,1493.3889865875244
