mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,17.45915412902832,17.59188175201416,17.600536346435547,33.596038818359375
mig,0.2,17.45152473449707,17.577362060546875,17.60077476501465,33.591437339782715
mig,0.3,17.43769645690918,17.567157745361328,17.578840255737305,33.58020782470703
mig,0.4,17.4344539642334,17.558956146240234,17.578458786010742,33.59782695770264
mig,0.5,17.446422576904297,17.57502555847168,17.57645606994629,33.64510536193848
mig,0.6,17.508745193481445,17.616987228393555,17.565560340881348,33.73980522155762
mig,0.7,17.580056190490723,17.72463321685791,17.68491268157959,33.79848003387451
mig,0.8,17.686748504638672,17.70329475402832,17.78273582458496,33.84659290313721
mig,0.9,17.724275588989258,17.84796714782715,17.85106658935547,33.88032913208008
mig,1.0,17.8818941116333,18.1304931640625,18.13070774078369,33.95414352416992
