mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,50.24433135986328,43.874502182006836,51.26690864562988,65.89770317077637
mig,0.2,54.56113815307617,49.83115196228027,58.595895767211914,114.34650421142578
mig,0.3,60.8515739440918,68.4051513671875,66.10774993896484,94.57898139953613
mig,0.4,76.03716850280762,105.88288307189941,76.44009590148926,117.89250373840332
mig,0.5,104.38394546508789,121.9930648803711,104.22587394714355,160.72773933410645
mig,0.6,166.23234748840332,124.86982345581055,146.78263664245605,179.3985366821289
mig,0.7,157.06372261047363,179.5973777770996,180.80544471740723,301.7106056213379
mig,0.8,210.92915534973145,333.3752155303955,257.42053985595703,671.0777282714844
mig,0.9,326.4923095703125,351.5636920928955,440.5477046966553,659.8706245422363
mig,1.0,1368.5357570648193,882.4517726898193,2246.509790420532,1836.4453315734863
