mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,17.41480827331543,17.54450798034668,17.554283142089844,33.56027603149414
mig,0.2,17.407655715942383,17.53067970275879,17.54474639892578,33.54489803314209
mig,0.3,17.386198043823242,17.510652542114258,17.52185821533203,33.53476524353027
mig,0.4,17.36593246459961,17.49444007873535,17.50469207763672,33.52463245391846
mig,0.5,17.360925674438477,17.488956451416016,17.49873161315918,33.515214920043945
mig,0.6,17.353296279907227,17.478466033935547,17.484188079833984,33.50353240966797
mig,0.7,17.357349395751953,17.473220825195312,17.487525939941406,33.50019454956055
mig,0.8,17.35663414001465,17.469167709350586,17.47608184814453,33.49709510803223
mig,0.9,17.348289489746094,17.46821403503418,17.474889755249023,33.490896224975586
mig,1.0,17.35234260559082,17.46821403503418,17.470598220825195,33.49900245666504
