mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,19.56319808959961,19.676685333251953,19.674301147460938,34.2707633972168
mig,0.2,19.51909065246582,19.613981246948242,19.64092254638672,34.261226654052734
mig,0.3,19.587039947509766,19.70958709716797,19.709110260009766,34.28506851196289
mig,0.4,19.57535743713379,19.698381423950195,19.70815658569336,34.29079055786133
mig,0.5,19.567012786865234,19.699573516845703,19.69432830810547,34.291744232177734
mig,0.6,19.582509994506836,19.72651481628418,19.70958709716797,34.31868553161621
mig,0.7,19.516468048095703,19.605398178100586,19.622802734375,34.27767753601074
mig,0.8,19.576549530029297,19.67144012451172,19.699573516845703,34.26837921142578
mig,0.9,19.563674926757812,19.66404914855957,19.647598266601562,34.24978256225586
mig,1.0,19.5462703704834,19.655227661132812,19.6382999420166,34.26647186279297
