mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,0.05125999450683594,0.06175041198730469,0.06222724914550781,0.062465667724609375
mig,0.2,0.0591278076171875,0.059604644775390625,0.06079673767089844,0.061392784118652344
mig,0.3,0.05316734313964844,0.055789947509765625,0.05459785461425781,0.05888938903808594
mig,0.4,0.05745887756347656,0.05221366882324219,0.05888938903808594,0.05936622619628906
mig,0.5,0.060558319091796875,0.05984306335449219,0.07450580596923828,1.623392105102539
mig,0.6,8.145332336425781,7.050275802612305,6.718754768371582,13.429880142211914
mig,0.7,11.397361755371094,11.748671531677246,13.333678245544434,25.6497859954834
mig,0.8,18.346071243286133,25.921106338500977,24.35469627380371,47.47450351715088
mig,0.9,51.72014236450195,44.02017593383789,44.44289207458496,103.34634780883789
mig,1.0,518.0329084396362,360.05711555480957,562.1862411499023,784.4276428222656
