mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,17.982082366943356,18.129942417144775,18.02194118499756,34.21576976776123
mig,0.2,17.97162055969238,18.083651065826412,18.127079010009766,34.2330265045166
mig,0.3,17.936153411865234,18.1404447555542,18.1310772895813,33.9838981628418
mig,0.4,18.041505813598633,18.165111541748047,18.138427734375,34.17707681655884
mig,0.5,18.037424087524414,18.145055770874023,18.15013885498047,34.1452693939209
mig,0.6,18.062806129455566,18.171532154083252,18.161308765411377,34.2069149017334
mig,0.7,18.055601119995117,18.183279037475586,18.191871643066406,34.19620990753174
mig,0.8,18.08210849761963,18.166351318359375,18.192920684814453,34.21473503112793
mig,0.9,18.273744583129872,18.386588096618656,18.343064785003662,34.20623779296875
mig,1.0,18.57169389724731,18.739485740661618,18.739876747131348,34.216227531433105
