mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,17.477989196777344,17.61305332183838,17.62986183166504,33.627986907958984
mig,0.2,17.483949661254883,17.609834671020508,17.626523971557617,33.62584114074707
mig,0.3,17.4713134765625,17.60399341583252,17.615318298339844,33.61701965332031
mig,0.4,17.482995986938477,17.60125160217285,17.621278762817383,33.63180160522461
mig,0.5,17.802715301513672,17.75383949279785,18.174409866333008,35.11357307434082
mig,0.6,25.59041976928711,24.56843852996826,24.202346801757812,46.93412780761719
mig,0.7,28.843402862548828,29.244661331176758,30.826807022094727,59.272170066833496
mig,0.8,35.70127487182617,43.44010353088379,41.91422462463379,81.14755153656006
mig,0.9,69.20170783996582,61.59162521362305,62.22045421600342,136.89351081848145
mig,1.0,535.4758501052856,377.5062561035156,579.7227621078491,817.9287910461426
