mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,17.341136932373047,17.480850219726562,17.477035522460938,33.52522850036621
mig,0.2,17.33994483947754,17.470598220825195,17.475605010986328,33.470869064331055
mig,0.3,17.339468002319336,17.459869384765625,17.47298240661621,33.49471092224121
mig,0.4,17.329692840576172,17.449378967285156,17.46344566345215,33.48207473754883
mig,0.5,17.328977584838867,17.459392547607422,17.45128631591797,33.477067947387695
mig,0.6,17.33875274658203,17.44985580444336,17.451763153076172,33.48946571350098
mig,0.7,17.331600189208984,17.454147338867188,17.453908920288086,33.478736877441406
mig,0.8,17.335891723632812,17.44842529296875,17.466306686401367,33.47587585449219
mig,0.9,17.333984375,17.45748519897461,17.461538314819336,33.498525619506836
mig,1.0,17.37213134765625,17.44365692138672,17.48967170715332,33.50186347961426
