mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mig,0.1,17.2879695892334,17.435312271118164,17.442703247070312,33.45608711242676
mig,0.2,17.314434051513672,17.44699478149414,17.435073852539062,33.45513343811035
mig,0.3,17.310142517089844,17.429113388061523,17.4407958984375,33.43343734741211
mig,0.4,17.304420471191406,17.434120178222656,17.426729202270508,33.4467887878418
mig,0.5,17.304420471191406,17.425060272216797,17.43602752685547,33.44535827636719
mig,0.6,17.300128936767578,17.425537109375,17.42839813232422,33.44535827636719
mig,0.7,17.304420471191406,17.417430877685547,17.433881759643555,33.452510833740234
mig,0.8,17.302513122558594,17.41480827331543,17.426490783691406,33.447980880737305
mig,0.9,17.299890518188477,17.404556274414062,17.419815063476562,33.44392776489258
mig,1.0,17.29869842529297,17.419815063476562,17.41933822631836,33.446311950683594
