mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_resnet18-32,3_squeezenet1_0-4
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
