mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,223.7091064453125,48.156023025512695,69.14091110229492
mps-uncap,0.9,399.6579647064209,112.69736289978027,199.76186752319336
mps-uncap,1.0,411.85927391052246,439.4950866699219,1332.6990604400635
mps-uncap,0.5,48.857688903808594,28.206586837768555,23.784399032592773
mps-uncap,0.6,70.82962989807129,28.7477970123291,37.31727600097656
mps-uncap,0.7,93.7802791595459,50.51159858703613,355.32426834106445
mps-uncap,0.1,18.80359649658203,10.076522827148438,6.565332412719727
mps-uncap,0.2,48.490047454833984,17.74430274963379,10.227441787719727
mps-uncap,0.3,58.63618850708008,18.717288970947266,13.603448867797852
mps-uncap,0.4,59.44013595581055,21.36826515197754,30.459165573120117
