mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,30.34353256225586,10.839700698852539,9.740829467773438
mps-uncap,0.9,32.37199783325195,12.346506118774414,9.673357009887695
mps-uncap,1.0,30.500411987304688,12.50004768371582,9.903907775878906
mps-uncap,0.5,28.72014045715332,11.403083801269531,9.322404861450195
mps-uncap,0.6,28.058767318725586,11.792421340942383,9.82809066772461
mps-uncap,0.7,28.239965438842773,12.238502502441406,357.9099178314209
mps-uncap,0.1,23.95176887512207,10.085821151733398,9.052038192749023
mps-uncap,0.2,24.85799789428711,10.04791259765625,9.432554244995117
mps-uncap,0.3,27.576684951782227,10.044336318969727,9.089469909667969
mps-uncap,0.4,27.887582778930664,11.786222457885742,9.378910064697266
