mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,187.34469652175898,32.61920928955076,52.86286354064942
mps-uncap,0.9,276.78201675415016,83.02771329879761,135.20233631134025
mps-uncap,1.0,391.1687374114992,418.04086446762085,1301.1767745018005
mps-uncap,0.5,59.586181640625,21.28146171569824,19.15237426757813
mps-uncap,0.6,66.84482812881457,22.930946350097646,26.946041584014893
mps-uncap,0.7,86.6186475753783,26.789247989654545,28.472156524658192
mps-uncap,0.1,34.24461126327514,13.144726753234867,8.935365676879886
mps-uncap,0.2,43.887510299682525,15.619390010833738,10.35883903503418
mps-uncap,0.3,47.756137847900405,19.947409629821777,13.118343353271483
mps-uncap,0.4,53.247070312499915,20.37096500396728,18.864274024963365
