mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,158.73477935791007,26.465740203857404,46.6148567199707
mps-uncap,0.9,248.9950823783872,76.82592868804929,128.3461046218871
mps-uncap,1.0,362.99805641174333,410.3958582878113,1294.6012234687807
mps-uncap,0.5,39.758195877075195,15.735979080200194,12.892694473266605
mps-uncap,0.6,45.99318265914899,17.073879241943356,20.597364902496334
mps-uncap,0.7,64.9425840377807,21.213331222534187,21.906833648681626
mps-uncap,0.1,13.872432708740227,6.331348419189455,3.326597213745123
mps-uncap,0.2,25.740640163421546,9.216821193695045,5.466628074645998
mps-uncap,0.3,32.1387290954591,12.771546840667725,7.419743537902831
mps-uncap,0.4,34.47520732879635,14.288594722747755,12.768435478210398
