mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,0.012636184692382812,0.009298324584960938,0.009775161743164062
mps-uncap,0.9,0.013589859008789062,0.008821487426757812,0.010013580322265625
mps-uncap,1.0,0.013828277587890625,0.01049041748046875,0.010967254638671875
mps-uncap,0.5,0.012636184692382812,0.010967254638671875,0.009298324584960938
mps-uncap,0.6,0.010728836059570312,0.009298324584960938,0.009059906005859375
mps-uncap,0.7,0.012159347534179688,0.009298324584960938,0.009298324584960938
mps-uncap,0.1,0.026226043701171875,0.011682510375976562,0.01239776611328125
mps-uncap,0.2,0.012159347534179688,0.012636184692382812,0.010967254638671875
mps-uncap,0.3,0.012874603271484375,0.011205673217773438,0.010967254638671875
mps-uncap,0.4,0.012874603271484375,0.008821487426757812,0.0095367431640625
