mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,250.79703330993652,57.06024169921875,75.69456100463867
mps-uncap,0.9,428.0567169189453,116.79291725158691,206.76565170288086
mps-uncap,1.0,439.6333694458008,446.8193054199219,1341.5679931640625
mps-uncap,0.5,67.3525333404541,35.16578674316406,29.392719268798828
mps-uncap,0.6,96.38476371765137,33.385515213012695,43.616533279418945
mps-uncap,0.7,109.13538932800293,57.03568458557129,359.6920967102051
mps-uncap,0.1,38.43092918395996,16.46733283996582,12.630462646484375
mps-uncap,0.2,64.92328643798828,24.37591552734375,18.0819034576416
mps-uncap,0.3,74.1724967956543,25.640487670898438,18.998146057128906
mps-uncap,0.4,79.3755054473877,26.28612518310547,38.98501396179199
