mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,417.0710080869308,212.23975244262172,3718.5761190401736
mps-uncap,0.9,473.80946999233527,243.0643096182375,4183.206968923511
mps-uncap,1.0,531.6366890399024,277.062866554916,4742.9586367757975
mps-uncap,0.5,259.34577419100003,133.03113116211358,2335.8028615718376
mps-uncap,0.6,295.2219632405921,163.1066084869274,2796.2385259826
mps-uncap,0.7,369.40759096425194,191.15699444822735,3173.08223293832
mps-uncap,0.1,54.03391305821984,27.38601828030496,480.5743721350047
mps-uncap,0.2,106.56443929403382,53.81904259179157,956.9131910096928
mps-uncap,0.3,160.9349059105367,80.50338006778209,1351.5533136415904
mps-uncap,0.4,204.93011422691018,107.74331843954758,1874.0611957404712
