mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,28.59487533569336,7.727479934692382,8.151721954345703
mps-uncap,0.9,28.024983406066895,9.408974647521974,8.756566047668459
mps-uncap,1.0,28.3052921295166,10.26151180267334,8.982157707214355
mps-uncap,0.5,24.799585342407227,7.379055023193359,6.891489028930669
mps-uncap,0.6,26.324033737182617,7.548522949218753,7.310390472412111
mps-uncap,0.7,26.686835289001465,7.539129257202148,7.97758102416992
mps-uncap,0.1,22.3236083984375,7.719612121582031,4.35023307800293
mps-uncap,0.2,22.826480865478516,7.690954208374023,5.667757987976075
mps-uncap,0.3,23.21586608886719,7.7446699142456055,6.100988388061523
mps-uncap,0.4,23.804664611816406,7.767438888549805,6.438255310058594
