mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,29.773890972137448,9.676485061645506,8.96143913269043
mps-uncap,0.9,28.65540742874145,11.544480323791502,9.175570011138914
mps-uncap,1.0,28.658628463745117,11.664431095123291,9.446744918823244
mps-uncap,0.5,27.869014739990234,9.174513816833496,8.81868839263916
mps-uncap,0.6,27.40236759185791,10.058584213256834,8.840034008026123
mps-uncap,0.7,27.561495304107666,10.134022235870363,8.937196731567383
mps-uncap,0.1,23.75016212463379,8.346056938171387,8.427982330322267
mps-uncap,0.2,24.042186737060543,8.68844270706176,8.589258193969727
mps-uncap,0.3,24.800553321838382,8.740246295928955,8.700780868530273
mps-uncap,0.4,26.738619804382324,9.684894084930404,8.723974227905273
