mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,13.105630874633789,1.2843608856201172,3.8137435913085938
mps-uncap,0.9,28.227925300598145,5.378603935241699,12.329339981079102
mps-uncap,1.0,81.23993873596191,48.99775981903076,773.4081745147705
mps-uncap,0.5,0.05507469177246094,0.04458427429199219,0.0457763671875
mps-uncap,0.6,0.05412101745605469,0.0438690185546875,0.04863739013671875
mps-uncap,0.7,0.05817413330078125,0.05054473876953125,0.8745193481445312
mps-uncap,0.1,0.06008148193359375,0.054836273193359375,0.05364418029785156
mps-uncap,0.2,0.06282329559326172,0.05221366882324219,0.04792213439941406
mps-uncap,0.3,0.058650970458984375,0.051021575927734375,0.04649162292480469
mps-uncap,0.4,0.05888938903808594,0.04982948303222656,0.04744529724121094
