mode,load,0_efficientnet_b5-16,1_mobilenet_v3_large-2,2_resnet18-32
mps-uncap,0.8,15.047073364257812,2.702951431274414,4.131317138671875
mps-uncap,0.9,15.056848526000977,2.6912689208984375,4.124641418457031
mps-uncap,1.0,19.169092178344727,2.726316452026367,4.142522811889648
mps-uncap,0.5,15.041828155517578,2.685070037841797,4.114389419555664
mps-uncap,0.6,15.06352424621582,2.753019332885742,4.111051559448242
mps-uncap,0.7,14.995574951171875,2.750396728515625,4.1141510009765625
mps-uncap,0.1,15.044450759887695,2.8426647186279297,4.133701324462891
mps-uncap,0.2,14.981746673583984,2.7658939361572266,4.12440299987793
mps-uncap,0.3,15.040397644042969,2.784252166748047,4.112720489501953
mps-uncap,0.4,14.97197151184082,2.773761749267578,4.122257232666016
