mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,33.51473808288574,9.633183479309082,34.75809097290039
mps-uncap,0.9,138.27192783355713,23.794889450073242,672.6230382919312
mps-uncap,1.0,2557.719945907593,67.4896240234375,2977.8794050216675
mps-uncap,0.5,15.97452163696289,3.3441781997680664,13.066411018371582
mps-uncap,0.6,18.477201461791992,5.357027053833008,16.519784927368164
mps-uncap,0.7,24.103641510009766,7.05409049987793,20.914316177368164
mps-uncap,0.1,19.72639560699463,2.567768096923828,12.079715728759766
mps-uncap,0.2,19.24145221710205,2.4743080139160156,11.938929557800293
mps-uncap,0.3,17.775297164916992,2.4073123931884766,12.099623680114746
mps-uncap,0.4,16.280412673950195,2.4895668029785156,12.47096061706543
