mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,46.38967863574442,229.56834669168555,1055.4101143657033
mps-uncap,0.9,50.896498308298526,259.7861961348395,1200.3226448728608
mps-uncap,1.0,55.441153546372625,281.43587098173714,1188.6118433045099
mps-uncap,0.5,29.22462994180934,146.23187405700642,646.6820240508009
mps-uncap,0.6,34.871116210041095,171.21096452959566,782.1611784475708
mps-uncap,0.7,40.05045709857728,195.07542192256082,899.2294788860686
mps-uncap,0.1,5.583098419044548,26.417754377241266,134.17665668449163
mps-uncap,0.2,11.829302940673644,54.76237492827488,272.3471959600046
mps-uncap,0.3,17.247424524779202,86.3870131162519,402.37542256486176
mps-uncap,0.4,22.176195612640818,111.33884835697313,540.7482397296831
