mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,129.52162742614746,40.696561336517334,132.13772773742667
mps-uncap,0.9,629.8913478851318,105.70597648620605,1568.1345987319946
mps-uncap,1.0,5020.345292091369,275.2961850166321,6559.90074157715
mps-uncap,0.5,31.36266708374022,10.815339088439867,34.97664213180542
mps-uncap,0.6,55.49440383911116,17.229080200195305,55.9266853332521
mps-uncap,0.7,64.13395404815671,27.90292263031012,73.59723091125488
mps-uncap,0.1,18.041322231292746,2.3640513420104834,13.63382339477538
mps-uncap,0.2,15.85597753524779,4.0317749977111985,19.963121414184478
mps-uncap,0.3,21.999602317810037,6.679344177246109,23.633270263671896
mps-uncap,0.4,23.358950614929217,8.5398006439209,25.995111465454098
