mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,26.727676391601562,5.525946617126465,12.796163558959961
mps-uncap,0.9,34.9736213684082,6.622314453125,13.393163681030273
mps-uncap,1.0,36.5605354309082,6.814360618591309,13.484358787536621
mps-uncap,0.5,14.002799987792969,2.3272037506103516,11.671781539916992
mps-uncap,0.6,15.340805053710938,3.0121803283691406,12.021541595458984
mps-uncap,0.7,18.020153045654297,4.2781829833984375,12.244939804077148
mps-uncap,0.1,19.622802734375,2.516627311706543,11.631369590759277
mps-uncap,0.2,18.67389678955078,2.416372299194336,11.52348518371582
mps-uncap,0.3,16.589641571044922,2.3245811462402344,11.45946979522705
mps-uncap,0.4,15.480279922485352,2.3429393768310547,11.52348518371582
