mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,159.45987224578855,46.9929575920105,144.56415176391587
mps-uncap,0.9,666.8818330764769,113.35968971252441,1580.9477448463438
mps-uncap,1.0,5057.168622016906,281.86411142349215,6573.406815528871
mps-uncap,0.5,47.03218460082997,16.45261287689207,47.008988857269294
mps-uncap,0.6,79.08101081848139,23.186216354370114,68.17738533020025
mps-uncap,0.7,93.15490484237658,33.43941926956177,86.11705780029294
mps-uncap,0.1,35.90680360794068,12.253928184509274,27.75678634643553
mps-uncap,0.2,33.73816728591918,10.348019599914554,31.79600238800045
mps-uncap,0.3,39.015505313873184,10.69896697998047,36.43005609512339
mps-uncap,0.4,40.73497295379641,13.284349441528336,38.34173440933225
