mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,39.27279472351074,10.650157928466797,15.078020095825192
mps-uncap,0.9,40.57214736938476,10.672330856323242,14.972684383392334
mps-uncap,1.0,40.76455116271972,10.408389568328857,14.171874523162844
mps-uncap,0.5,32.58807182312012,10.28515815734863,14.338648319244385
mps-uncap,0.6,35.71936607360838,10.468435287475582,14.895248413085941
mps-uncap,0.7,37.79722929000854,10.6138014793396,15.130653381347656
mps-uncap,0.1,26.05245351791385,11.14249229431148,17.667531967163086
mps-uncap,0.2,25.22210836410522,10.192518234252931,15.18137454986572
mps-uncap,0.3,26.02710962295532,9.848394393920902,14.12064552307129
mps-uncap,0.4,28.536090850830124,10.226545333862306,14.361584186553953
