mode,load,0_inception_v3-2,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,36.029863357543945,9.334087371826172,13.761520385742188
mps-uncap,0.9,38.85347843170166,9.527206420898438,13.928055763244629
mps-uncap,1.0,39.49770927429199,9.417414665222168,13.832640647888184
mps-uncap,0.5,25.14057159423828,8.389639854431152,13.079047203063965
mps-uncap,0.6,28.786134719848636,8.884239196777346,13.356971740722656
mps-uncap,0.7,32.05540180206299,9.192585945129395,13.582992553710938
mps-uncap,0.1,20.61629295349121,4.471540451049805,16.22915267944336
mps-uncap,0.2,22.18286991119385,6.408262252807625,13.128280639648438
mps-uncap,0.3,22.64726161956787,7.24782943725586,12.714505195617676
mps-uncap,0.4,23.685407638549805,7.985258102416992,12.930870056152344
