mode,load,0_densenet121-32,1_efficientnet_b6-4,2_inception_v3-2
mps-uncap,1.0,23.986291885375977,24.07536506652832,17.415180206298828
mig,1.0,34.377431869506836,19.765486717224125,9.285809993743896
