mode,load,0_densenet121-32,1_efficientnet_b6-4,2_inception_v3-2
mps-uncap,1.0,33.957481384277344,33.100128173828125,26.60059928894043
mig,1.0,42.020320892333984,31.441688537597656,21.72398567199707
