mode,load,0_densenet121-32,1_efficientnet_b6-4,2_inception_v3-2
mps-uncap,1.0,0.000476837158203125,0.0073909759521484375,0.0019073486328125
mig,1.0,0.003814697265625,0.0035762786865234375,0.000476837158203125
