mode,load,0_alexnet-2,1_densenet161-4,2_densenet169-8
mps-uncap,0.8,134.34016704559326,793.3135032653809,78.37855815887451
mps-uncap,0.9,2131.5665245056152,3666.086196899414,345.6352949142456
mps-uncap,1.0,6669.097900390625,2671.6713905334473,6621.764421463013
mps-uncap,0.5,0.10967254638671875,2.7785301208496094,7.132887840270996
mps-uncap,0.6,0.5762577056884766,12.818098068237305,11.776328086853027
mps-uncap,0.7,1.495957374572754,24.05714988708496,24.531841278076172
mps-uncap,0.1,0.026226043701171875,0.038743019104003906,0.04076957702636719
mps-uncap,0.2,0.028133392333984375,0.030755996704101562,0.030517578125
mps-uncap,0.3,0.026941299438476562,0.029325485229492188,0.029802322387695312
mps-uncap,0.4,0.022411346435546875,0.030755996704101562,0.02956390380859375
