mode,load,0_alexnet-2,1_densenet161-4,2_densenet169-8
mps-uncap,0.8,135.4975700378418,813.0218982696533,96.06587886810303
mps-uncap,0.9,2132.736325263977,3684.4494342803955,362.53821849823
mps-uncap,1.0,6670.249938964844,2688.5552406311035,6641.569137573242
mps-uncap,0.5,1.2710094451904297,19.809246063232422,24.741530418395996
mps-uncap,0.6,1.6198158264160156,30.241012573242188,29.409050941467285
mps-uncap,0.7,2.6630163192749023,42.026519775390625,42.23918914794922
mps-uncap,0.1,1.3484954833984375,20.100116729736328,20.45917510986328
mps-uncap,0.2,1.3375282287597656,18.980979919433594,19.623994827270508
mps-uncap,0.3,1.3196468353271484,18.927931785583496,19.436001777648926
mps-uncap,0.4,1.1837482452392578,18.929362297058105,19.153594970703125
