mode,load,0_alexnet-2,1_densenet161-4,2_densenet169-8
mps-uncap,0.8,0.7522106170654297,16.23082160949707,17.081260681152344
mps-uncap,0.9,0.7503032684326172,16.843557357788086,16.7086124420166
mps-uncap,1.0,0.7200241088867188,16.01552963256836,17.112255096435547
mps-uncap,0.5,0.7436275482177734,16.475915908813477,17.31705665588379
mps-uncap,0.6,0.7419586181640625,16.527891159057617,17.36283302307129
mps-uncap,0.7,0.7431507110595703,16.613245010375977,17.261981964111328
mps-uncap,0.1,0.7486343383789062,16.721487045288086,17.478227615356445
mps-uncap,0.2,0.7586479187011719,16.464710235595703,17.18449592590332
mps-uncap,0.3,0.7472038269042969,16.394853591918945,17.174482345581055
mps-uncap,0.4,0.743865966796875,16.548871994018555,16.952037811279297
