mode,load,0_alexnet-2,1_densenet161-4,2_densenet169-8
mps-uncap,0.8,0.0095367431640625,0.015020370483398438,0.011205673217773438
mps-uncap,0.9,0.010967254638671875,0.018596649169921875,0.012636184692382812
mps-uncap,1.0,0.010967254638671875,0.01430511474609375,0.0133514404296875
mps-uncap,0.5,0.009059906005859375,0.01239776611328125,0.01239776611328125
mps-uncap,0.6,0.009298324584960938,0.01239776611328125,0.01049041748046875
mps-uncap,0.7,0.00858306884765625,0.013113021850585938,0.012874603271484375
mps-uncap,0.1,0.010967254638671875,0.010728836059570312,0.012874603271484375
mps-uncap,0.2,0.011682510375976562,0.012874603271484375,0.01239776611328125
mps-uncap,0.3,0.010967254638671875,0.01239776611328125,0.012874603271484375
mps-uncap,0.4,0.008821487426757812,0.009775161743164062,0.01239776611328125
