mode,load,0_alexnet-2,1_densenet161-4,2_densenet169-8
mps-uncap,0.8,382.99238681793213,1395.2665901184082,474.94248390197737
mps-uncap,0.9,3094.374644756317,5543.8451290130615,1039.5538902282713
mps-uncap,1.0,12528.606796264647,5321.760859489441,12256.926660537716
mps-uncap,0.5,5.568780899047839,81.97036266326886,89.05503034591669
mps-uncap,0.6,8.303279876708983,192.42029190063474,166.87516689300537
mps-uncap,0.7,15.375161170959478,174.79213476181022,242.68202304840085
mps-uncap,0.1,2.79952526092529,50.311629772186286,53.162488937377844
mps-uncap,0.2,3.597736358642578,43.79610776901243,48.35332870483398
mps-uncap,0.3,3.789505958557135,51.82045936584475,49.9305987358092
mps-uncap,0.4,4.4049644470214835,68.95084142684937,56.03102684021001
