mode,load,0_vgg19-8,1_densenet201-16,2_mobilenet_v3_small-2
mps-uncap,1.0,911.563484434032,278.6768429015396,297.9445992140488
mig,1.0,576.1137376726233,349.08807004965354,487.2243106923348
