mode,load,0_vgg19-8,1_densenet201-16,2_mobilenet_v3_small-2
mps-uncap,1.0,8.608341217041016,57.40165710449219,6.715059280395508
mig,1.0,13.814449310302734,45.68123817443848,4.081010818481445
